matrix_index,segment_id,role,contract
1224,1224,row_target_and_column_source,"G[target_index, source_index] = directed influence from source to target"
1225,1225,row_target_and_column_source,"G[target_index, source_index] = directed influence from source to target"
1226,1226,row_target_and_column_source,"G[target_index, source_index] = directed influence from source to target"
1227,1227,row_target_and_column_source,"G[target_index, source_index] = directed influence from source to target"
1228,1228,row_target_and_column_source,"G[target_index, source_index] = directed influence from source to target"
1229,1229,row_target_and_column_source,"G[target_index, source_index] = directed influence from source to target"
1230,1230,row_target_and_column_source,"G[target_index, source_index] = directed influence from source to target"
1231,1231,row_target_and_column_source,"G[target_index, source_index] = directed influence from source to target"
1232,1232,row_target_and_column_source,"G[target_index, source_index] = directed influence from source to target"
1233,1233,row_target_and_column_source,"G[target_index, source_index] = directed influence from source to target"
1234,1234,row_target_and_column_source,"G[target_index, source_index] = directed influence from source to target"
1235,1235,row_target_and_column_source,"G[target_index, source_index] = directed influence from source to target"
1236,1236,row_target_and_column_source,"G[target_index, source_index] = directed influence from source to target"
1237,1237,row_target_and_column_source,"G[target_index, source_index] = directed influence from source to target"
1238,1238,row_target_and_column_source,"G[target_index, source_index] = directed influence from source to target"
1239,1239,row_target_and_column_source,"G[target_index, source_index] = directed influence from source to target"
1240,1240,row_target_and_column_source,"G[target_index, source_index] = directed influence from source to target"
1241,1241,row_target_and_column_source,"G[target_index, source_index] = directed influence from source to target"
1242,1242,row_target_and_column_source,"G[target_index, source_index] = directed influence from source to target"
1243,1243,row_target_and_column_source,"G[target_index, source_index] = directed influence from source to target"
1244,1244,row_target_and_column_source,"G[target_index, source_index] = directed influence from source to target"
1245,1245,row_target_and_column_source,"G[target_index, source_index] = directed influence from source to target"
